customer,invoice_date,qty_shipped,item,description,industry,contact_owner,lifetime_sales,first_sale,county,market_opportunity,%_market_opp,item_price_rank,target
1DAVEN,2019-05-24,4.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.42100000000000004,82,1
1OTISD,2019-11-27,1.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309,82,1
1KEEBL,2019-02-07,1.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.42100000000000004,182,1
1BTBAL,2019-04-30,1.0,FCC LICENSING,FCC LICENSING,Manufacturing,Skip Petrovich,9380.95,4/03/2019,Kent,1601574.0,0.42100000000000004,140,1
1PRTRE,2015-05-15,1.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,Construction,Kelly Hoek,4992.53,9/29/2008,Ottawa,825673.0,0.309,264,1
1KEEBL,2020-03-21,1.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.42100000000000004,182,1
7PETFD,2015-08-14,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Law Enforcement,Jessica Spindler,18528.45,3/08/2001,Emmet,80040.0,0.131,245,1
1SUNMA,2018-03-23,6.0,AAH88QCC9JA2AN,MOTO SL300 403-470 UHF 2 CH ND,Healthcare,Kelly Hoek,64147.13,11/01/1999,Ottawa,825673.0,0.309,312,1
1BUTSE,2015-08-31,1.0,AAM28QPN9KA1,XPR5550 UHF MOBILE 40W 1000CH,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.42100000000000004,146,1
1HILIT,2017-10-06,2.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,Manufacturing,Pat McBride,67967.41,7/24/2012,Muskegon,281690.0,0.17600000000000002,221,1
1JAMES,2019-11-08,4.0,RLN6477,MOTO HEAVY-DUTY HEADSET,Fire & EMS,Keith Johnson,31801.0,11/01/1999,Ottawa,825673.0,0.309,358,1
1ZEEFS,2019-02-22,1.0,AAM28QPC9RA1AN,MOTO XPR 5350E 403-470M 40W,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309,125,1
1OTISD,2019-11-27,1.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309,82,1
7TUSTP,2019-12-30,4.0,TT3457A,SIERRA WIRELESS (DC:WIFI),Law Enforcement,Jessica Spindler,21617.39,11/01/1999,Cheboygan,64817.0,0.402,92,1
1YOULP,2015-06-19,1.0,AAH01QDC9JA2,CP200D UHF 4W ND,Hospitality,Jessica Spindler,15994.39,9/29/2008,Missaukee,39321.0,0.237,236,1
1CHECS,2019-12-10,2.0,AE22ZCDA4HXX,GETAC: A140 TABLET LTE,Law Enforcement,Jessica Spindler,137983.45,11/01/1999,Cheboygan,64817.0,0.402,15,1
4STJOS,2017-10-27,1.0,93056,PRINTEK FIELDPRO 530 BLUETOOTH,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.29100000000000004,201,1
1BTBAL,2019-04-30,1.0,FCC LICENSING,FCC LICENSING,Manufacturing,Skip Petrovich,9380.95,4/03/2019,Kent,1601574.0,0.42100000000000004,140,1
1OTTCE,2015-03-27,4.0,1409320100,CALAMP FUSION LTE ROUTER,911 & Dispatch,Keith Johnson,223192.17,11/01/1999,Ottawa,825673.0,0.309,52,1
1MONTM,2015-07-17,1.0,AAM01JQH9JA1,MOTO CM300D 136-174 45W MOBILE,911 & Dispatch,Jessica Spindler,24346.19,5/20/2013,Montmorency,16068.0,0.222,193,1
1MONTM,2015-07-24,4.0,AAH73WCF9NA5,DTR650 1W 900MHZ DIGITAL PRTBL,911 & Dispatch,Jessica Spindler,24346.19,5/20/2013,Montmorency,16068.0,0.222,350,1
1KEEBL,2017-10-31,8.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.42100000000000004,182,1
1BISSE,2015-07-10,1.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,Manufacturing,Skip Petrovich,56020.78,11/01/1999,Kent,1601574.0,0.42100000000000004,115,1
1PARTO,2018-09-28,1.0,48153-724-L,5.11 VALIANT DUTY JACKET,Fire & EMS,Keith Johnson,39121.72,11/01/1999,Ottawa,825673.0,0.309,325,1
4SOUPD,2017-12-29,4.0,TRX6RB,CODE3 T-REX LED LIGHTS,Law Enforcement,Tom Gillespie,77079.02,11/01/1999,Van Buren,165946.0,0.257,518,1
4BARPD,2017-08-31,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.29100000000000004,77,1
1GVSCR,2016-05-27,12.0,AAH01JDC9JA2,CP200D VHF 5W ND,Colleges & Universities,Kelly Hoek,15822.23,10/19/2004,Ottawa,825673.0,0.309,252,1
1SHAES,2016-07-15,1.0,BPF1604,PYRAMID PRE-SELECTOR FILTER,Fire & EMS,Tom Gillespie,17945.79,5/30/2001,Van Buren,165946.0,0.257,294,1
1BISSE,2015-07-10,1.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,Manufacturing,Skip Petrovich,56020.78,11/01/1999,Kent,1601574.0,0.42100000000000004,115,1
1HAMFD,2018-08-17,24.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,Fire & EMS,Keith Johnson,18150.68,11/01/1999,Allegan,318656.0,0.149,663,1
1HAWOR,2016-09-30,1.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,Manufacturing,Kelly Hoek,78468.79,11/01/1999,Ottawa,825673.0,0.309,100,1
7ANTCS,2017-06-23,1.0,INSTALL,INSTALLATION LABOR,Law Enforcement,Jessica Spindler,375979.66,11/01/1999,Antrim,51231.0,0.07200000000000001,105,1
1OTSEG,2020-02-07,5.0,GS999CA-SXXXEN,UNICATION AMPLIFIED CHARGER,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134,466,1
1HILIT,2017-10-06,2.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,Manufacturing,Pat McBride,67967.41,7/24/2012,Muskegon,281690.0,0.17600000000000002,221,1
7MACIO,2018-09-25,1.0,AAM01JQC9JC1AN,MOTO CM200D 136-174 45W 16CH,Government Services,Jessica Spindler,23082.35,1/24/2002,Manistee,62275.0,0.39,229,1
7INVFD,2016-08-12,2.0,AAH02JDH9VA1,MOTO XPR3500E 136-174 5W LKP,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,192,1
1AVOAU,2018-11-13,1.0,AAM28QPC9RA1AN,MOTO XPR 5350E 403-470M 40W,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114,125,1
1DAVEN,2016-06-24,4.0,T3000,MOTO MTR3000 BASE RADIO,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.42100000000000004,11,1
4SOUHC,2015-02-27,20.0,AAH01QDC9JA2,CP200D UHF 4W ND,Healthcare,Tom Gillespie,34644.51,11/01/1999,Van Buren,165946.0,0.257,236,1
1HOLTF,2019-01-10,18.0,NTN9857,PREM BATT NIMH 1800 MAH IS,Fire & EMS,Keith Johnson,16441.58,11/01/1999,Ottawa,825673.0,0.309,451,1
1ROSRD,2015-03-27,4.0,AAM28JQC9KA1,XPR5350 MOBILE VHF 45W 32CH,Transportation,Jessica Spindler,51494.0,6/23/2014,Roscommon,55477.0,0.28300000000000003,158,1
1FENFD,2019-08-30,6.0,NNTN8930,MOTO BATT IMPRESS 2 LIION,Fire & EMS,Keith Johnson,5537.85,11/01/1999,Allegan,318656.0,0.149,491,1
7PETFD,2015-08-14,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Law Enforcement,Jessica Spindler,18528.45,3/08/2001,Emmet,80040.0,0.131,245,1
1WESTD,2016-06-30,1.0,T3000,MOTO MTR3000 BASE RADIO,Transportation,Keith Johnson,30399.53,5/24/2002,Ottawa,825673.0,0.309,11,1
1OVEFD,2015-09-04,4.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,10223.07,11/01/1999,Ottawa,825673.0,0.309,245,1
1HOLPS,2019-06-27,1.0,HKVN4110,MOTOTRBO LINKED CAP PLUS,K12 Education,Keith Johnson,39760.49,11/01/1999,Ottawa,825673.0,0.309,16,1
1KINSD,2016-12-30,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,K12 Education,Skip Petrovich,23073.18,10/13/2016,Kent,1601574.0,0.42100000000000004,21,1
4STJOS,2017-10-27,1.0,93056,PRINTEK FIELDPRO 530 BLUETOOTH,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.29100000000000004,201,1
1KEEBL,2019-02-07,1.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.42100000000000004,182,1
1DORFD,2018-08-06,16.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,Fire & EMS,Keith Johnson,13837.47,11/01/1999,Allegan,318656.0,0.149,663,1
1KRUCO,2019-02-15,2.0,AAH84RCS8AA1AN,MOTO BPR40 450-470MHZ 4W 8CH,Manufacturing,Kelly Hoek,8652.88,11/01/1999,Allegan,318656.0,0.149,389,1
4EDWFD,2018-07-27,4.0,A03JAC8JA2,MOTO M6 PAGER 143-174 SGL CH,911 & Dispatch,Tom Gillespie,27984.04,11/01/1999,Cass,121875.0,0.073,263,1
1OTTCE,2015-03-27,4.0,1409320100,CALAMP FUSION LTE ROUTER,911 & Dispatch,Keith Johnson,223192.17,11/01/1999,Ottawa,825673.0,0.309,52,1
1HAMCS,2018-09-28,6.0,AAH88QCP9JA2AN,MOTO SL300 403-470M 2-3W DSPLY,K12 Education,Keith Johnson,15527.24,11/01/1999,Allegan,318656.0,0.149,300,1
7MACIO,2018-09-25,1.0,AAM01JQC9JC1AN,MOTO CM200D 136-174 45W 16CH,Government Services,Jessica Spindler,23082.35,1/24/2002,Manistee,62275.0,0.39,229,1
1HUDPS,2018-12-27,1.0,AC127U502-MOT-NA,MOTO VX-264-G6-5 UHF 403-470,K12 Education,Keith Johnson,2363.0,1/21/2013,Ottawa,825673.0,0.309,328,1
1GEDYM,2020-06-19,2.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,Manufacturing,Pat McBride,6447.33,5/22/2002,Muskegon,281690.0,0.17600000000000002,218,1
7MACIO,2018-09-25,1.0,AAM01JQC9JC1AN,MOTO CM200D 136-174 45W 16CH,Government Services,Jessica Spindler,23082.35,1/24/2002,Manistee,62275.0,0.39,229,1
1KENQF,2017-09-28,4.0,AAH56RDC9WA1AN,MOTO XPR 7350E 403-512 4W NKP,Manufacturing,Kelly Hoek,60147.55,9/29/2008,Ottawa,825673.0,0.309,85,1
1KEEBL,2020-03-21,1.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.42100000000000004,182,1
1ALLTF,2017-12-22,2.0,MFBW7463,PCTEL 746-769 3DB FBRGLS OMNI,Fire & EMS,Keith Johnson,18739.51,11/01/1999,Allegan,318656.0,0.149,282,1
1ZFSIT,2020-03-29,1.0,T8319,MOTO SLR 8000 BASE RADIO,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309,5,1
1SUNMA,2018-03-23,6.0,AAH88QCC9JA2AN,MOTO SL300 403-470 UHF 2 CH ND,Healthcare,Kelly Hoek,64147.13,11/01/1999,Ottawa,825673.0,0.309,312,1
1UNIFC,2015-12-18,4.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,Manufacturing,Kelly Hoek,5100.41,9/21/2005,Ottawa,825673.0,0.309,264,1
1KAMPS,2020-02-28,1.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,Manufacturing,Pat McBride,64718.0,2/20/2012,Kent,1601574.0,0.42100000000000004,218,1
7MARMA,2015-12-18,6.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,1
1KINSD,2016-12-30,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,K12 Education,Skip Petrovich,23073.18,10/13/2016,Kent,1601574.0,0.42100000000000004,21,1
1MAGNA,2015-03-31,12.0,AAH84RCS8AA1,BPR40 UHF 450-470 8CH 4W,Manufacturing,Kelly Hoek,71257.75,12/22/2003,Ottawa,825673.0,0.309,386,1
1UNIFC,2015-12-18,4.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,Manufacturing,Kelly Hoek,5100.41,9/21/2005,Ottawa,825673.0,0.309,264,1
1CEDSP,2016-03-28,2.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,K12 Education,Keith Johnson,50686.26,11/01/1999,Kent,1601574.0,0.42100000000000004,115,1
1BUTSE,2015-08-31,1.0,AAM28QPN9KA1,XPR5550 UHF MOBILE 40W 1000CH,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.42100000000000004,146,1
1HOLPS,2019-06-27,1.0,HKVN4110,MOTOTRBO LINKED CAP PLUS,K12 Education,Keith Johnson,39760.49,11/01/1999,Ottawa,825673.0,0.309,16,1
1KRUCO,2019-02-15,2.0,AAH84RCS8AA1AN,MOTO BPR40 450-470MHZ 4W 8CH,Manufacturing,Kelly Hoek,8652.88,11/01/1999,Allegan,318656.0,0.149,389,1
1KENQF,2017-09-28,4.0,AAH56RDC9WA1AN,MOTO XPR 7350E 403-512 4W NKP,Manufacturing,Kelly Hoek,60147.55,9/29/2008,Ottawa,825673.0,0.309,85,1
7EMSHR,2017-06-09,1.0,AAM01JQH9JC1,MOTO CM300D VHF 45W DASH MT,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131,203,1
1HILIT,2017-10-06,2.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,Manufacturing,Pat McBride,67967.41,7/24/2012,Muskegon,281690.0,0.17600000000000002,221,1
1FRECO,2018-12-20,1.0,AAM01QPC9JA1AN,MOTO CM200D 403-470 40W 16CH,Agriculture,Pat McBride,9394.38,4/12/2001,Newaygo,94629.0,0.16699999999999998,196,1
1WESTD,2016-06-30,1.0,T3000,MOTO MTR3000 BASE RADIO,Transportation,Keith Johnson,30399.53,5/24/2002,Ottawa,825673.0,0.309,11,1
1OTSEG,2018-09-11,2.0,V5530-LVZ-M-GEN,CALAMP VANGUARD 5530 ROUTER,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134,197,1
1ARCBG,2015-04-17,2.0,AAH84RCJ8AA1,MOTO BPR40 UHF 4W 16CH NAVY,Hospitality,Jessica Spindler,13119.42,11/01/1999,Manistee,62275.0,0.39,374,1
1BUTSE,2016-03-31,15.0,PMMN4041,MOTO IMPRES PSM SPRK MIC,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.42100000000000004,461,1
1ZFSIT,2020-03-29,1.0,T8319,MOTO SLR 8000 BASE RADIO,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309,5,1
1SUSPA,2015-02-20,2.0,AAH84RCJ8AA1,MOTO BPR40 UHF 4W 16CH NAVY,Manufacturing,Skip Petrovich,3365.79,9/14/2004,Ottawa,825673.0,0.309,374,1
1NBFAS,2015-12-18,5.0,AAH02JDH9JA2,MOTO XPR3500 136-174 128CH,K12 Education,Tom Gillespie,41701.03,9/29/2015,Berrien,510290.0,0.29100000000000004,204,1
1GEDYM,2020-06-19,2.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,Manufacturing,Pat McBride,6447.33,5/22/2002,Muskegon,281690.0,0.17600000000000002,218,1
1ARCBG,2015-06-05,1.0,AAH84RCJ8AA1,MOTO BPR40 UHF 4W 16CH NAVY,Hospitality,Jessica Spindler,13119.42,11/01/1999,Manistee,62275.0,0.39,374,1
1ZEEBP,2018-11-09,1.0,AAM01JQH9JC1AN,MOTO CM300D 136-174 45W 99CH,Utilities,Keith Johnson,17812.11,11/01/1999,Ottawa,825673.0,0.309,195,1
1BUTSE,2015-07-10,1.0,AAM28QPN9KA1,XPR5550 UHF MOBILE 40W 1000CH,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.42100000000000004,146,1
1ZEEFD,2018-03-30,3.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309,245,1
7PETFD,2015-12-18,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Law Enforcement,Jessica Spindler,18528.45,3/08/2001,Emmet,80040.0,0.131,245,1
1MNATS,2019-05-17,1.0,FCC LICENSING,FCC LICENSING,Services & Training,Skip Petrovich,5804.99,4/22/2019,Kent,1601574.0,0.42100000000000004,140,1
1GUAPR,2015-06-05,1.0,AAH56RDC9KA1,XPR7350 UHF PORTABLE 4W 32CH,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309,112,1
1GEDYM,2020-06-19,2.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,Manufacturing,Pat McBride,6447.33,5/22/2002,Muskegon,281690.0,0.17600000000000002,218,1
7INVFD,2016-08-12,2.0,AAH02JDH9VA1,MOTO XPR3500E 136-174 5W LKP,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,192,1
1MERAM,2015-12-09,85.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,Fire & EMS,Skip Petrovich,220080.87,11/01/1999,Kent,1601574.0,0.42100000000000004,115,1
1KEEBL,2017-10-31,8.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.42100000000000004,182,1
1OTTCE,2015-03-27,4.0,1409320100,CALAMP FUSION LTE ROUTER,911 & Dispatch,Keith Johnson,223192.17,11/01/1999,Ottawa,825673.0,0.309,52,1
1HAMFD,2018-08-17,24.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,Fire & EMS,Keith Johnson,18150.68,11/01/1999,Allegan,318656.0,0.149,663,1
1OTISD,2019-07-31,2.0,HKVN4099,MOTOTRBO CAP PLUS MULTI SITE,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309,12,1
1BUTSE,2015-08-31,1.0,AAM28QPN9KA1,XPR5550 UHF MOBILE 40W 1000CH,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.42100000000000004,146,1
1FOURW,2018-08-10,1.0,AAM28QPN9WA1AN,MOTO XPR 5550E 403-470M 40W,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.29100000000000004,102,1
1JAMES,2019-11-08,4.0,RLN6477,MOTO HEAVY-DUTY HEADSET,Fire & EMS,Keith Johnson,31801.0,11/01/1999,Ottawa,825673.0,0.309,358,1
4LINTP,2018-07-20,1.0,C-MD-112,"HAVIS ACTADP,HDM,SLIDE,TS,SP",Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.29100000000000004,327,1
1DORFD,2018-08-06,16.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,Fire & EMS,Keith Johnson,13837.47,11/01/1999,Allegan,318656.0,0.149,663,1
1AVOAU,2018-11-13,1.0,AAM28QPC9RA1AN,MOTO XPR 5350E 403-470M 40W,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114,125,1
1PRIDG,2019-04-18,1.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,Manufacturing,Skip Petrovich,25499.27,2/07/2014,Kent,1601574.0,0.42100000000000004,218,1
1MERAM,2015-12-09,85.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,Fire & EMS,Skip Petrovich,220080.87,11/01/1999,Kent,1601574.0,0.42100000000000004,115,1
1KINSD,2016-12-30,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,K12 Education,Skip Petrovich,23073.18,10/13/2016,Kent,1601574.0,0.42100000000000004,21,1
1GEDYM,2019-02-01,1.0,AAM01QNH9JA1AN,"MOTO CM300D, 403-470 25W 99CH",Manufacturing,Pat McBride,6447.33,5/22/2002,Muskegon,281690.0,0.17600000000000002,166,1
1HOLPS,2016-07-29,3.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,K12 Education,Keith Johnson,39760.49,11/01/1999,Ottawa,825673.0,0.309,100,1
4WYCCH,2019-04-18,8.0,PMMN4050,MOTO IMPRES REMOTE SPEAKER MIC,Manufacturing,Tom Gillespie,46905.21,11/01/1999,Van Buren,165946.0,0.257,519,1
4WYCCH,2019-04-18,8.0,PMMN4050,MOTO IMPRES REMOTE SPEAKER MIC,Manufacturing,Tom Gillespie,46905.21,11/01/1999,Van Buren,165946.0,0.257,519,1
4SOUHC,2015-02-27,20.0,AAH01QDC9JA2,CP200D UHF 4W ND,Healthcare,Tom Gillespie,34644.51,11/01/1999,Van Buren,165946.0,0.257,236,1
1HERMI,2015-12-28,6.0,AAH01QDC9JA2,CP200D UHF 4W ND,Manufacturing,Kelly Hoek,77184.54,11/01/1999,Ottawa,825673.0,0.309,236,1
7CCECD,2016-02-12,1.0,VG5530-LVZ-M-GEN,CALAMP VANGAURD 5530 VZ LTE,911 & Dispatch,Jessica Spindler,1011834.96,11/01/1999,Emmet,80040.0,0.131,139,1
1AVOAU,2018-12-28,2.0,AAH02RDH9VA1AN,MOTO XPR 3500E 403-512 4W LKP,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114,177,1
1OTTSD,2018-03-29,1.0,1409320100,CALAMP FUSION LTE ROUTER,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309,52,1
7LTBBO,2019-08-16,6.0,VG5530-LVZ-M-VZAT,CALAMP VANGUARD 5530MC MOBILE,Government Services,Jessica Spindler,99217.95,2/22/2001,Emmet,80040.0,0.131,126,1
7EMSHR,2017-06-09,1.0,AAM01JQH9JC1,MOTO CM300D VHF 45W DASH MT,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131,203,1
4LINTP,2018-06-27,1.0,RX2700CC,"CODE 3 RX2700CC 47"" LIGHTBAR",Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.29100000000000004,47,1
1GTPAV,2016-08-19,2.0,AAH84RCS8AA1,BPR40 UHF 450-470 8CH 4W,Healthcare,Jessica Spindler,8152.46,9/30/2009,Grand Traverse,215459.0,0.205,386,1
4WYCCH,2019-04-18,8.0,PMMN4050,MOTO IMPRES REMOTE SPEAKER MIC,Manufacturing,Tom Gillespie,46905.21,11/01/1999,Van Buren,165946.0,0.257,519,1
1OTTCE,2018-08-31,1.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,911 & Dispatch,Keith Johnson,223192.17,11/01/1999,Ottawa,825673.0,0.309,149,1
1EMPDI,2015-06-26,5.0,AAH01JDC9JC2,CP200D VHF 5W ND ANALOG,Manufacturing,Kelly Hoek,21504.07,11/01/1999,Ottawa,825673.0,0.309,285,1
1HAMFD,2018-08-17,24.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,Fire & EMS,Keith Johnson,18150.68,11/01/1999,Allegan,318656.0,0.149,663,1
1BLOCK,2018-05-11,4.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,Hospitality,Skip Petrovich,11233.4,5/02/2018,Kent,1601574.0,0.42100000000000004,218,1
1PERRI,2019-07-19,5.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,Manufacturing,Kelly Hoek,431948.95,3/20/2014,Allegan,318656.0,0.149,87,1
1SHAES,2016-07-15,1.0,BPF1604,PYRAMID PRE-SELECTOR FILTER,Fire & EMS,Tom Gillespie,17945.79,5/30/2001,Van Buren,165946.0,0.257,294,1
1HAWOR,2016-09-30,1.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,Manufacturing,Kelly Hoek,78468.79,11/01/1999,Ottawa,825673.0,0.309,100,1
4LINTP,2018-07-20,1.0,C-MD-112,"HAVIS ACTADP,HDM,SLIDE,TS,SP",Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.29100000000000004,327,1
1ADACO,2015-04-24,6.0,AAH02RDC9JA2,MOTO XPR3300 403-512M 16CH,Manufacturing,Pat McBride,7175.38,9/29/2008,Kent,1601574.0,0.42100000000000004,211,1
1BUTSE,2015-08-31,1.0,AAM28QPN9KA1,XPR5550 UHF MOBILE 40W 1000CH,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.42100000000000004,146,1
4STJTP,2017-09-14,2.0,CCMC18,"TROY 18"" SLOPED CONSOLE",Law Enforcement,Tom Gillespie,26776.59,4/06/2004,Berrien,510290.0,0.29100000000000004,275,1
1KEEBL,2016-10-21,1.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.42100000000000004,202,1
7WEYER,2016-02-08,1.0,AAH01QDC9JA2,CP200D UHF 4W ND,Manufacturing,Jessica Spindler,6313.9,11/01/1999,Crawford,5375.0,4.437,236,1
1DAVEN,2016-06-27,1.0,DB404B,UHF BROADBAND ANTENNA,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.42100000000000004,217,1
1COAST,2015-05-08,1.0,AAH84KDJ8AA1,MOTO BPR40 16CH 5W 150-174 VHF,Manufacturing,Kelly Hoek,6963.3,5/10/2011,Ottawa,825673.0,0.309,381,1
1HAMCS,2018-09-28,6.0,AAH88QCP9JA2AN,MOTO SL300 403-470M 2-3W DSPLY,K12 Education,Keith Johnson,15527.24,11/01/1999,Allegan,318656.0,0.149,300,1
1POKPP,2017-09-28,6.0,93061,PRINTEK INTERCEPTOR 800 PRNTR,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073,190,1
1DAVEN,2016-06-24,4.0,T3000,MOTO MTR3000 BASE RADIO,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.42100000000000004,11,1
1ADACO,2015-04-24,6.0,AAH02RDC9JA2,MOTO XPR3300 403-512M 16CH,Manufacturing,Pat McBride,7175.38,9/29/2008,Kent,1601574.0,0.42100000000000004,211,1
1CHECS,2019-12-10,2.0,AE22ZCDA4HXX,GETAC: A140 TABLET LTE,Law Enforcement,Jessica Spindler,137983.45,11/01/1999,Cheboygan,64817.0,0.402,15,1
1PERRI,2015-04-24,2.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,Manufacturing,Kelly Hoek,431948.95,3/20/2014,Allegan,318656.0,0.149,115,1
